"title","broad_cir","broad_gmv","broad_roi","click","cost","cpc","cr","ctr","direct_gmv","impression","avg_rank","start_time","created_at","updated_at","fromWIB","toWIB"
"AMK Kemeja Batik Pria Lengan Pendek SHB Bria S/S Navy Blue [5]",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:36:59","2025-03-03 21:36:59",,
"AMK Kemeja Batik Pria Lengan Pendek SHB Arthur S/S White",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:36:59","2025-03-03 21:36:59",,
"AMK Kemeja Pria Lengan Panjang SHS Igor L/S Black [2]",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:36:59","2025-03-03 21:36:59",,
"AMK Kemeja Koko Pria Lengan Pendek KK BB 011 S/s Cap 6 Green",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:36:59","2025-03-03 21:36:59",,
"AMK Kemeja Pria Lengan Pendek SHP Alabama S/S Navy Blue [5]",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:36:59","2025-03-03 21:36:59",,
"AMK Kemeja Pria Batik Lengan Pendek SH Wirata Ungu [6]",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:36:59","2025-03-03 21:36:59",,
"AMK Kemeja Pria Lengan Pendek SHP Dakota S/S Navy Blue [4]",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:36:59","2025-03-03 21:36:59",,
"AMK Kemeja Pria Batik Lengan Pendek SHB Sambara S/S Brown [8]",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:36:59","2025-03-03 21:36:59",,
"AMK Kemeja Koko Pria Printing  Lengan Panjang KK ISKANDER L/S Black [5]",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:36:59","2025-03-03 21:36:59",,
"AMK Kemeja Batik Pria Lengan Panjang SHB Aru L/S Cream [2]",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:36:59","2025-03-03 21:36:59",,
"AMK Kemeja Batik Pria Lengan Pendek SHB Bria S/S Navy Blue [4]",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:36:59","2025-03-03 21:36:59",,
"AMK Kemeja Pria Lengan Panjang SHS Igor L/S Black",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:36:59","2025-03-03 21:36:59",,
"AMK Kemeja Koko Pria Lengan Pendek KK BB 008 S/s Cap 6 White [2]",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:36:59","2025-03-03 21:36:59",,
"AMK Kemeja Pria Lengan Pendek SHP Jenewa S/S Olive [3]",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:36:59","2025-03-03 21:36:59",,
"AMK Kemeja Pria Lengan Pendek SHP Kenzie  S/S Brown",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:36:59","2025-03-03 21:36:59",,
"AMK Kemeja Koko Printing Pria Lengan Panjang KK Zayed L/s Khaki",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:36:59","2025-03-03 21:36:59",,
"AMK Kemeja Koko Pria Lengan Pendek KK BB 007 S/s Cap 6 Navy",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:36:59","2025-03-03 21:36:59",,
"AMK Kemeja Pria Polos Katun SHS ITO S/S Peach [3]",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:36:59","2025-03-03 21:36:59",,
"AMK Kemeja Pria Lengan Pendek SHP Alabama S/S Navy Blue [6]",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:36:59","2025-03-03 21:36:59",,
"AMK Kemeja Batik Pria Lengan Pendek SHB Arthur S/S White [2]",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:36:59","2025-03-03 21:36:59",,
"AMK Kemeja Batik Pria Lengan Panjang SHB Aru L/S Grey [2]",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:36:59","2025-03-03 21:36:59",,
"AMK Kemeja Pria Batik Lengan Pendek SHB Sambara S/S Brown [7]",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:36:59","2025-03-03 21:36:59",,
"AMK Kemeja Pria Polos Katun SHS ITO S/S Peach [2]",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:36:59","2025-03-03 21:36:59",,
"AMK Celana Chino Pria Panjang PT RYIOTA Cream [2]",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:36:59","2025-03-03 21:36:59",,
"AMK Kemeja Koko Pria Lengan pendek KK ATTA S/S Khaki [6]",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:36:59","2025-03-03 21:36:59",,
"AMK Kemeja Koko Pria Lengan Pendek KK BB 007 S/s Cap 6 Navy [2]",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:36:59","2025-03-03 21:36:59",,
"AMK Kemeja Koko Pria Lengan Pendek KK BB 012 S/s Cap 6 Grey [2]",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:36:59","2025-03-03 21:36:59",,
"AMK Celana Chino Pria Panjang PT RYIOTA Cream [3]",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:36:59","2025-03-03 21:36:59",,
"AMK Kemeja Pria Batik Lengan Pendek SH Wirata Ungu [5]",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:36:59","2025-03-03 21:36:59",,
"AMK Kemeja Koko Pria Lengan Pendek KK BB 012 S/s Cap 6 Grey",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:36:59","2025-03-03 21:36:59",,
"AMK Kemeja Pria Lengan Pendek SHP Dakota S/S Navy Blue [3]",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:36:59","2025-03-03 21:36:59",,
"AMK Kemeja Koko Pria Printing  Lengan Panjang KK ISKANDER L/S Black [6]",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:36:59","2025-03-03 21:36:59",,
"Iklan Toko 09-01-2025",0.6493506396103896,30800000000,1.5400000231000004,840,19999999700,9999999850,0.002380952380952381,0.06923837784371908,16900000000,12132,1,1736355600,"2025-03-03 21:43:34","2025-03-03 21:43:34",,
"AMK Kemeja Lengan Pendek Batik SH Wirata Biru [3]",0.10713341202803126,1747335000000,9.334156180317974,5796,187197960506,1177345663,0.027432712215320912,0.03403325817361894,896000000000,170304,19,1726160400,"2025-03-03 21:43:34","2025-03-03 21:43:34",,
"AMK Kemeja Pria Lengan Pendek SHP Keenan S/S Black",0,0,0,16,479029669,0,0,0.011461318051575933,0,1396,12,1727110800,"2025-03-03 21:43:35","2025-03-03 21:43:35",,
"AMK Kemeja Koko Printing Pria Lengan Panjang KK Zayed L/s Khaki [2]",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:43:35","2025-03-03 21:43:35",,
"AMK Kemeja Pria Lengan Panjang SHP Montana L/S Black [2]",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:43:35","2025-03-03 21:43:35",,
"AMK Kemeja Koko Pria Lengan Pendek KK BB 011 S/s Cap 6 Green [2]",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:43:35","2025-03-03 21:43:35",,
"AMK Kemeja Koko Pria Lengan Pendek KK BB 002 S/s Cap 6 Maroon [2]",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:43:35","2025-03-03 21:43:35",,
"AMK Kemeja Batik Pria Lengan Panjang SHB Aru L/S Cream [3]",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:43:35","2025-03-03 21:43:35",,
"AMK Kemeja Pria Lengan Pendek SHP Kenzie  S/S Brown [2]",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:43:35","2025-03-03 21:43:35",,
"AMK Kemeja Pria Lengan Pendek SHP Jenewa S/S Olive [2]",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:43:35","2025-03-03 21:43:35",,
"AMK Kemeja Pria Lengan Pendek SHP Kenzie  S/S Olive",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:43:35","2025-03-03 21:43:35",,
"AMK Kemeja Koko Pria Lengan Pendek KK BB 008 S/s Cap 6 White",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:43:35","2025-03-03 21:43:35",,
"AMK Kemeja Pria Lengan Pendek SHP Kenzie  S/S Olive [2]",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:43:35","2025-03-03 21:43:35",,
"AMK Kemeja Pria Lengan Pendek SHP Diego S/S Olive [4]",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:43:35","2025-03-03 21:43:35",,
"AMK Kemeja Batik Pria Lengan Panjang SHB Hazel L/S Brown [2]",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:43:35","2025-03-03 21:43:35",,
"AMK Kemeja Batik Pria Lengan Panjang SHB Hazel L/S Brown",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:43:35","2025-03-03 21:43:35",,
"AMK Kemeja Batik Pria Lengan Panjang SHB Aru L/S Grey [3]",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:43:35","2025-03-03 21:43:35",,
"AMK Kemeja Batik Pria Lengan Pendek SHB Bria S/S Navy Blue [5]",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:43:35","2025-03-03 21:43:35",,
"AMK Kemeja Batik Pria Lengan Pendek SHB Arthur S/S White",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:43:35","2025-03-03 21:43:35",,
"AMK Kemeja Pria Lengan Panjang SHS Igor L/S Black [2]",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:43:35","2025-03-03 21:43:35",,
"AMK Kemeja Koko Pria Lengan Pendek KK BB 011 S/s Cap 6 Green",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:43:35","2025-03-03 21:43:35",,
"AMK Kemeja Pria Lengan Pendek SHP Alabama S/S Navy Blue [5]",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:43:35","2025-03-03 21:43:35",,
"AMK Kemeja Pria Batik Lengan Pendek SH Wirata Ungu [6]",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:43:35","2025-03-03 21:43:35",,
"AMK Kemeja Pria Lengan Pendek SHP Dakota S/S Navy Blue [4]",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:43:35","2025-03-03 21:43:35",,
"AMK Kemeja Pria Batik Lengan Pendek SHB Sambara S/S Brown [8]",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:43:35","2025-03-03 21:43:35",,
"AMK Kemeja Koko Pria Printing  Lengan Panjang KK ISKANDER L/S Black [5]",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:43:35","2025-03-03 21:43:35",,
"AMK Kemeja Batik Pria Lengan Panjang SHB Aru L/S Cream [2]",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:43:35","2025-03-03 21:43:35",,
"AMK Kemeja Batik Pria Lengan Pendek SHB Bria S/S Navy Blue [4]",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:43:35","2025-03-03 21:43:35",,
"AMK Kemeja Pria Lengan Panjang SHS Igor L/S Black",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:43:35","2025-03-03 21:43:35",,
"AMK Kemeja Koko Pria Lengan Pendek KK BB 008 S/s Cap 6 White [2]",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:43:35","2025-03-03 21:43:35",,
"AMK Kemeja Pria Lengan Pendek SHP Jenewa S/S Olive [3]",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:43:35","2025-03-03 21:43:35",,
"AMK Kemeja Pria Lengan Pendek SHP Kenzie  S/S Brown",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:43:35","2025-03-03 21:43:35",,
"AMK Kemeja Koko Printing Pria Lengan Panjang KK Zayed L/s Khaki",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:43:35","2025-03-03 21:43:35",,
"AMK Kemeja Koko Pria Lengan Pendek KK BB 007 S/s Cap 6 Navy",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:43:35","2025-03-03 21:43:35",,
"AMK Kemeja Pria Polos Katun SHS ITO S/S Peach [3]",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:43:35","2025-03-03 21:43:35",,
"AMK Kemeja Pria Lengan Pendek SHP Alabama S/S Navy Blue [6]",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:43:35","2025-03-03 21:43:35",,
"AMK Kemeja Batik Pria Lengan Pendek SHB Arthur S/S White [2]",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:43:35","2025-03-03 21:43:35",,
"AMK Kemeja Batik Pria Lengan Panjang SHB Aru L/S Grey [2]",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:43:35","2025-03-03 21:43:35",,
"AMK Kemeja Pria Batik Lengan Pendek SHB Sambara S/S Brown [7]",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:43:35","2025-03-03 21:43:35",,
"AMK Kemeja Pria Polos Katun SHS ITO S/S Peach [2]",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:43:35","2025-03-03 21:43:35",,
"AMK Celana Chino Pria Panjang PT RYIOTA Cream [2]",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:43:35","2025-03-03 21:43:35",,
"AMK Kemeja Koko Pria Lengan pendek KK ATTA S/S Khaki [6]",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:43:35","2025-03-03 21:43:35",,
"AMK Kemeja Koko Pria Lengan Pendek KK BB 007 S/s Cap 6 Navy [2]",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:43:35","2025-03-03 21:43:35",,
"AMK Kemeja Koko Pria Lengan Pendek KK BB 012 S/s Cap 6 Grey [2]",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:43:35","2025-03-03 21:43:35",,
"AMK Celana Chino Pria Panjang PT RYIOTA Cream [3]",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:43:35","2025-03-03 21:43:35",,
"AMK Kemeja Pria Batik Lengan Pendek SH Wirata Ungu [5]",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:43:35","2025-03-03 21:43:35",,
"AMK Kemeja Koko Pria Lengan Pendek KK BB 012 S/s Cap 6 Grey",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:43:35","2025-03-03 21:43:35",,
"AMK Kemeja Pria Lengan Pendek SHP Dakota S/S Navy Blue [3]",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:43:35","2025-03-03 21:43:35",,
"AMK Kemeja Koko Pria Printing  Lengan Panjang KK ISKANDER L/S Black [6]",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:43:35","2025-03-03 21:43:35",,
"AMK Kemeja Koko Pria Lengan Pendek KK BB 002 S/s Cap 6 Maroon",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:43:35","2025-03-03 21:43:35",,
"AMK Kemeja Pria Lengan Panjang SHP Montana L/S Black",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:43:35","2025-03-03 21:43:35",,
"AMK Baju Koko Lengan Panjang KK FATHAN L/s Navy [4]",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:43:35","2025-03-03 21:43:35",,
"AMK Baju Koko Lengan Pendek Kk Daud S/s Hitam [4]",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:43:35","2025-03-03 21:43:35",,
"AMK Baju Koko Lengan Panjang Bordir KK HAIKAL L/S Light Grey [3]",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:43:35","2025-03-03 21:43:35",,
"AMK Kemeja Pria Lengan Pendek SHP Diego S/S Olive [3]",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:43:35","2025-03-03 21:43:35",,
"AMK Kemeja Pria Lengan Pendek SHP Diego S/S Navy Blue [5]",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:43:35","2025-03-03 21:43:35",,
"AMK Kemeja Koko Pria Lengan pendek KK ATTA S/S Khaki [7]",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:43:35","2025-03-03 21:43:35",,
"AMK Kemeja Koko Pria Printing  Lengan Panjang KK ISKANDER L/S Brown [5]",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:43:35","2025-03-03 21:43:35",,
"AMK Kemeja Koko Lengan Panjang KK Nadim L/s Putih [4]",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:43:35","2025-03-03 21:43:35",,
"AMK Kemeja Batik Pria Lengan Pendek SHB Sahala S/S Black [5]",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:43:35","2025-03-03 21:43:35",,
"AMK Kemeja Koko Pria Lengan Pendek KK SHAKA S/S Black [6]",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:43:35","2025-03-03 21:43:35",,
"AMK Jacket Pria Bomber JC Moritz L/S Brown [2]",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:43:35","2025-03-03 21:43:35",,
"AMK Baju Koko Lengan Panjang Bordir KK FAISAL L/S Medium Blue [5]",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:43:35","2025-03-03 21:43:35",,
"AMK Jacket Pria Bomber JC Moritz L/S Brown [3]",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:43:35","2025-03-03 21:43:35",,
"AMK Baju Koko Lengan Panjang Bordir KK FAISAL L/S Medium Blue [4]",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:43:35","2025-03-03 21:43:35",,
"AMK Baju Koko Lengan Panjang KK Mahesa L/s Abu [7]",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:43:35","2025-03-03 21:43:35",,
"AMK Baju Koko Lengan Panjang Bordir KK ZAKI L/S Coklat [5]",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:43:35","2025-03-03 21:43:35",,
"AMK Baju Koko Lengan Panjang KK FATHAN L/s Navy [5]",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:43:35","2025-03-03 21:43:35",,
"AMK Baju Koko Lengan Panjang Bordir KK SALMAN L/S PUTIH [7]",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:43:35","2025-03-03 21:43:35",,
"AMK Baju Koko Lengan Panjang KK Mahesa L/s Abu [6]",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:43:35","2025-03-03 21:43:35",,
"AMK Baju Koko Lengan Pendek KK Akshaya S/s Medium Blue [4]",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:43:35","2025-03-03 21:43:35",,
"AMK Kemeja Koko Lengan Panjang KK Nadim L/s Putih [3]",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:43:35","2025-03-03 21:43:35",,
"AMK Baju Koko Lengan Panjang Bordir KK HAIKAL L/S Light Grey [4]",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:43:35","2025-03-03 21:43:35",,
"AMK Baju Koko Lengan Panjang Bordir KK ZAKI L/S NAVY [8]",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:43:35","2025-03-03 21:43:35",,
"AMK Kemeja Pria Lengan Pendek SHP Diego S/S Navy Blue [4]",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:43:35","2025-03-03 21:43:35",,
"AMK Kemeja Batik Pria Lengan Pendek SHB Sahala S/S Black [4]",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:43:35","2025-03-03 21:43:35",,
"AMK Baju Koko Lengan Panjang Bordir KK ZAKI L/S NAVY [9]",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:43:35","2025-03-03 21:43:35",,
"AMK Baju Koko Lengan Panjang KK FATHAN L/s White [7]",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:43:35","2025-03-03 21:43:35",,
"AMK Baju Koko Lengan Panjang KK FATHAN L/s White [6]",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:43:35","2025-03-03 21:43:35",,
"AMK Kemeja Koko Pria Lengan Pendek KK MAHREZ S/S Med. Grey [5]",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:43:35","2025-03-03 21:43:35",,
"AMK Kemeja Koko Pria Lengan Pendek KK MAHREZ S/S Black [5]",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:43:35","2025-03-03 21:43:35",,
"AMK Baju Koko Lengan Pendek Kk Daud S/s Hitam [5]",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:43:35","2025-03-03 21:43:35",,
"AMK Baju Koko Lengan Panjang Bordir KK SALMAN L/S PUTIH [6]",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:43:35","2025-03-03 21:43:35",,
"AMK Kemeja Koko Pria Lengan pendek KK Zahir S/s Navy [5]",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:43:35","2025-03-03 21:43:35",,
"AMK Baju Koko Lengan Pendek KK Akshaya S/s Medium Blue [5]",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:43:35","2025-03-03 21:43:35",,
"AMK Kemeja Koko Pria Lengan pendek KK Zahir S/s Navy [4]",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:43:35","2025-03-03 21:43:35",,
"AMK Baju Koko Pria Lengan Pendek KK TAREEQ S/S Medium Blue [5]",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:43:35","2025-03-03 21:43:35",,
"AMK Kemeja Koko Pria Lengan Pendek KK SHAKA S/S Black [7]",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:43:35","2025-03-03 21:43:35",,
"AMK Kemeja Koko Lengan Panjang KK Nadim L/s Hitam [5]",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:43:35","2025-03-03 21:43:35",,
"AMK Kemeja Koko Lengan Panjang KK Nadim L/s Hitam [4]",0,0,0,0,0,0,0,0,0,0,0,1740416400,"2025-03-03 21:43:35","2025-03-03 21:43:35",,
"AMK Baju Koko Lengan Panjang Bordir KK DAUD L/S Black [3]",0,0,0,0,0,0,0,0,0,0,0,1740243600,"2025-03-03 21:43:35","2025-03-03 21:43:35",,
"AMK Baju Koko Lengan Panjang Bordir KK FAISAL L/S GREY [3]",0,0,0,0,0,0,0,0,0,0,0,1740243600,"2025-03-03 21:43:35","2025-03-03 21:43:35",,
"AMK Baju Koko Lengan Panjang Bordir KK DAUD L/S Navy [5]",0,0,0,0,0,0,0,0,0,0,0,1740243600,"2025-03-03 21:43:35","2025-03-03 21:43:35",,
"AMK Kemeja Koko Pria Printing  Lengan Panjang KK NIZAM L/S GREEN [5]",0,0,0,0,0,0,0,0,0,0,0,1740243600,"2025-03-03 21:43:35","2025-03-03 21:43:35",,
"AMK Baju Koko Lengan Pendek KK Daud S/s Putih [3]",0,0,0,0,0,0,0,0,0,0,0,1740243600,"2025-03-03 21:43:35","2025-03-03 21:43:35",,
"AMK Kemeja Koko Pria Printing  Lengan Panjang KK NIZAM L/S NAVY BLUE [5]",0,0,0,0,0,0,0,0,0,0,0,1740243600,"2025-03-03 21:43:35","2025-03-03 21:43:35",,
"AMK Kemeja Koko Pria Lengan Pendek KK SHAKA S/S Putih [5]",0,0,0,0,0,0,0,0,0,0,0,1739725200,"2025-03-03 21:43:35","2025-03-03 21:43:35",,
"AMK Kemeja Koko Pria Kurta 3/4 KK KEMAL 3/4 White [8]",0,0,0,0,0,0,0,0,0,0,0,1739725200,"2025-03-03 21:43:35","2025-03-03 21:43:35",,
"AMK Kemeja Koko Pria Lengan Pendek KK OKAN S/S Dark Olive [4]",0,0,0,0,0,0,0,0,0,0,0,1739725200,"2025-03-03 21:43:35","2025-03-03 21:43:35",,
"AMK Kemeja Koko Pria Lengan Pendek KK HADDID S/S Dark Olive [5]",0,0,0,0,0,0,0,0,0,0,0,1739725200,"2025-03-03 21:43:35","2025-03-03 21:43:35",,
"AMK Kemeja Koko Pria Lengan Pendek KK SHAKA S/S Putih [4]",0,0,0,0,0,0,0,0,0,0,0,1739725200,"2025-03-03 21:43:35","2025-03-03 21:43:35",,
"AMK Kemeja Koko Pria Lengan Pendek KK HADDID S/S Dark Olive [4]",0,0,0,0,0,0,0,0,0,0,0,1739725200,"2025-03-03 21:43:35","2025-03-03 21:43:35",,
"AMK Kemeja Koko Pria Lengan pendek KK ATTA S/S Medium Blue [5]",0,0,0,0,0,0,0,0,0,0,0,1739725200,"2025-03-03 21:43:35","2025-03-03 21:43:35",,
"AMK Baju Koko Lengan Panjang Bordir KK SALMAN L/S Hitam [7]",0,0,0,0,0,0,0,0,0,0,0,1739725200,"2025-03-03 21:43:35","2025-03-03 21:43:35",,
"AMK Baju Koko Lengan Panjang Bordir KK SALMAN L/S Hitam [6]",0,0,0,0,0,0,0,0,0,0,0,1739725200,"2025-03-03 21:43:35","2025-03-03 21:43:35",,
"AMK Kemeja Koko Pria Lengan Pendek KK SHAKA S/S Black [5]",0,0,0,0,0,0,0,0,0,0,0,1739725200,"2025-03-03 21:43:35","2025-03-03 21:43:35",,
"AMK Kemeja Koko Pria Lengan pendek KK ATTA S/S Medium Blue [6]",0,0,0,0,0,0,0,0,0,0,0,1739725200,"2025-03-03 21:43:35","2025-03-03 21:43:35",,
"AMK Kemeja Koko Pria Kurta 3/4 KK KEMAL 3/4 White [9]",0,0,0,0,0,0,0,0,0,0,0,1739725200,"2025-03-03 21:43:35","2025-03-03 21:43:35",,
"AMK Baju Koko Pria Lengan Pendek Bordir KK RAYYANKA S/S Dark Olive [7]",0,0,0,0,0,0,0,0,0,0,0,1739725200,"2025-03-03 21:43:35","2025-03-03 21:43:35",,
"AMK Baju Koko Pria Lengan Pendek Bordir KK RAYYANKA S/S Dark Olive [8]",0,0,0,0,0,0,0,0,0,0,0,1739725200,"2025-03-03 21:43:35","2025-03-03 21:43:35",,
"AMK Kemeja Koko Pria Lengan Pendek KK OKAN S/S Dark Olive [5]",0,0,0,0,0,0,0,0,0,0,0,1739725200,"2025-03-03 21:43:35","2025-03-03 21:43:35",,
"AMK Kemeja Koko Pria Lengan Pendek KK SHAKA S/S Black [4]",0,0,0,0,0,0,0,0,0,0,0,1739725200,"2025-03-03 21:43:35","2025-03-03 21:43:35",,
"AMK Kemeja Koko Pria Lengan Pendek KK MAHREZ S/S Black [4]",0,0,0,0,0,0,0,0,0,0,0,1739293200,"2025-03-03 21:43:35","2025-03-03 21:43:35",,
