"title","broad_cir","broad_gmv","broad_roi","click","cost","cpc","cr","ctr","direct_gmv","impression","avg_rank","start_time","created_at","updated_at","fromWIB","toWIB"
"AMK Kemeja Koko Pria Lengan Pendek KK Khalid S/s Abu [3]",0,0,0,0,0,0,0,0,0,0,0,1725555600,"2025-03-03 21:45:30","2025-03-03 21:45:30",,
"AMK Baju Koko Lengan Pendek KK Chandika S/s Abu Muda [5]",0,0,0,0,0,0,0,0,0,0,0,1725555600,"2025-03-03 21:45:30","2025-03-03 21:45:30",,
"AMK Baju Koko Lengan Pendek KK Gathan S/s Cream [4]",0,0,0,0,0,0,0,0,0,0,0,1725555600,"2025-03-03 21:45:30","2025-03-03 21:45:30",,
"AMK Kaos POLO Solid Lengan Pendek PS ASUKA S/S Camel [2]",0,0,0,0,0,0,0,0,0,0,0,1725555600,"2025-03-03 21:45:30","2025-03-03 21:45:30",,
"AMK Kaos POLO Solid Lengan Pendek PS ASUKA S/S Green [2]",0,0,0,0,0,0,0,0,0,0,0,1725555600,"2025-03-03 21:45:30","2025-03-03 21:45:30",,
"AMK Baju Koko Lengan Panjang KK Albani L/s Hitam [6]",0,0,0,0,0,0,0,0,0,0,0,1725555600,"2025-03-03 21:45:30","2025-03-03 21:45:30",,
"AMK Kemeja Pria Lengan Pendek SHP Dakota S/S Navy Blue [2]",0,0,0,0,0,0,0,0,0,0,0,1725555600,"2025-03-03 21:45:30","2025-03-03 21:45:30",,
"AMK Baju Koko Kurta Lengan Pendek KK Fadil S/s Abu Muda [5]",0,0,0,0,0,0,0,0,0,0,0,1725555600,"2025-03-03 21:45:30","2025-03-03 21:45:30",,
"AMK Kemeja Koko Pria Kurta 3/4 KK Iqbal Coklat [5]",0,0,0,0,0,0,0,0,0,0,0,1725555600,"2025-03-03 21:45:30","2025-03-03 21:45:30",,
"AMK Kemeja Polo Pria Lengan Pendek Cotton Pique S/S SH Wolf Putih [6]",0,0,0,0,0,0,0,0,0,0,0,1725555600,"2025-03-03 21:45:31","2025-03-03 21:45:31",,
"AMK Kemeja Pria Lengan Pendek SHP Oregon S/S Green [3]",0,0,0,0,0,0,0,0,0,0,0,1725555600,"2025-03-03 21:45:31","2025-03-03 21:45:31",,
"AMK Baju Koko Pria Printing Lengan Pendek KK GAMMAL S/S Olive [6]",0,0,0,0,0,0,0,0,0,0,0,1725555600,"2025-03-03 21:45:31","2025-03-03 21:45:31",,
"AMK Kemeja Koko Pria Kurta Lengan Pendek KK JAIMAL S/S Brown [5]",0,0,0,0,0,0,0,0,0,0,0,1725555600,"2025-03-03 21:45:31","2025-03-03 21:45:31",,
"AMK Baju Koko Pria Printing Lengan Pendek KK GAMMAL S/S Brown [6]",0,0,0,0,0,0,0,0,0,0,0,1725555600,"2025-03-03 21:45:31","2025-03-03 21:45:31",,
"AMK Kemeja Pria Lengan Panjang SHS Mateo L/s White [6]",0,0,0,0,0,0,0,0,0,0,0,1725555600,"2025-03-03 21:45:31","2025-03-03 21:45:31",,
"AMK Kemeja Pria Lengan Pendek SHP Oregon S/S Tosca [2]",0,0,0,0,0,0,0,0,0,0,0,1725555600,"2025-03-03 21:45:31","2025-03-03 21:45:31",,
"AMK Kemeja Lengan Panjang KK ARYS L/s Coklat [5]",0,0,0,0,0,0,0,0,0,0,0,1725555600,"2025-03-03 21:45:31","2025-03-03 21:45:31",,
"AMK Baju Koko Pria Lengan Panjang Bordir Kk Arys L/s Biru [6]",0,0,0,0,0,0,0,0,0,0,0,1725555600,"2025-03-03 21:45:31","2025-03-03 21:45:31",,
"AMK Baju Koko Kurta Lengan Pendek KK Fadil S/s Navy [6]",0,0,0,0,0,0,0,0,0,0,0,1725555600,"2025-03-03 21:45:31","2025-03-03 21:45:31",,
"AMK Kaos POLO Solid Lengan Pendek PS ASUKA S/S Navy Blue [2]",0,0,0,0,0,0,0,0,0,0,0,1725555600,"2025-03-03 21:45:31","2025-03-03 21:45:31",,
"AMK Kemeja Koko Pria Lengan Pendek KK OKAN S/S Yelow Camel [4]",0,0,0,0,0,0,0,0,0,0,0,1725555600,"2025-03-03 21:45:31","2025-03-03 21:45:31",,
"AMK Baju Koko Lengan Pendek KK Azam S/s Blue [5]",0,0,0,0,0,0,0,0,0,0,0,1725555600,"2025-03-03 21:45:31","2025-03-03 21:45:31",,
"AMK Baju Koko Lengan Pendek KK Azam S/s Navy blue [5]",0,0,0,0,0,0,0,0,0,0,0,1725555600,"2025-03-03 21:45:31","2025-03-03 21:45:31",,
"AMK Baju Koko Pria Kurta KK Kurta schdr 3/4 Coklat [4]",0,0,0,0,0,0,0,0,0,0,0,1725555600,"2025-03-03 21:45:31","2025-03-03 21:45:31",,
"AMK Kemeja Pria Lengan Pendek SHS Orlando S/S White [7]",0,0,0,0,0,0,0,0,0,0,0,1725296400,"2025-03-03 21:45:31","2025-03-03 21:45:31",,
"AMK Kemeja Batik Pria Lengan Panjang SHB Kawa L/S Olive [3]",0,0,0,0,0,0,0,0,0,0,0,1725296400,"2025-03-03 21:45:31","2025-03-03 21:45:31",,
"AMK Kemeja Batik Pria Lengan Pendek SHB Cipta S/s Navy [7]",0,0,0,0,0,0,0,0,0,0,0,1725296400,"2025-03-03 21:45:31","2025-03-03 21:45:31",,
"AMK Kemeja Pria Polos Katun SHS Orlando Camel [7]",0,0,0,0,0,0,0,0,0,0,0,1725296400,"2025-03-03 21:45:31","2025-03-03 21:45:31",,
"AMK Kemeja Pria Batik Lengan Panjang SH Laksana L/s - Navy [8]",0,0,0,0,0,0,0,0,0,0,0,1725296400,"2025-03-03 21:45:31","2025-03-03 21:45:31",,
"AMK Kemeja Pria Lengan Pendek SH LCKRLOOP S/s Putih [5]",0,0,0,0,0,0,0,0,0,0,0,1725296400,"2025-03-03 21:45:31","2025-03-03 21:45:31",,
"AMK Kemeja Pria Lengan Panjang Kerah Shanghai SH Frango L/s Biru [4]",0,0,0,0,0,0,0,0,0,0,0,1725296400,"2025-03-03 21:45:31","2025-03-03 21:45:31",,
"AMK Kemeja Koko Pria Kurta 3/4 KK KEMAL 3/4 White [6]",0,0,0,0,0,0,0,0,0,0,0,1725296400,"2025-03-03 21:45:31","2025-03-03 21:45:31",,
"AMK Kemeja Lengan Panjang SH Frango L/s Coklat [4]",0,0,0,0,0,0,0,0,0,0,0,1725296400,"2025-03-03 21:45:31","2025-03-03 21:45:31",,
"AMK Kemeja Pria Lengan Pendek Solid Sh Poplin S/S Maroon [3]",0,0,0,0,0,0,0,0,0,0,0,1725210000,"2025-03-03 21:45:31","2025-03-03 21:45:31",,
"AMK Kemeja Flannel Lengan Panjang SHF Alejandro L/s Green [6]",0,0,0,0,0,0,0,0,0,0,0,1724950800,"2025-03-03 21:45:31","2025-03-03 21:45:31",,
"AMK Kemeja Pria Lengan Pendek SHS Orlando S/S Medium Blue [5]",0,0,0,0,0,0,0,0,0,0,0,1724864400,"2025-03-03 21:45:31","2025-03-03 21:45:31",,
"AMK Kemeja Pria Polos Katun SHS Orlando Camel [6]",0,0,0,0,0,0,0,0,0,0,0,1724864400,"2025-03-03 21:45:31","2025-03-03 21:45:31",,
"AMK Kemeja Pria Lengan Pendek SHS Orlando S/S White [6]",0,0,0,0,0,0,0,0,0,0,0,1724864400,"2025-03-03 21:45:31","2025-03-03 21:45:31",,
"AMK Kemeja Pria Flannel lengan Panjang SHF alejandro Navy [5]",0,0,0,0,0,0,0,0,0,0,0,1724864400,"2025-03-03 21:45:31","2025-03-03 21:45:31",,
"AMK Kemeja Flannel Lengan Panjang SHF Alejandro L/s Green [5]",0,0,0,0,0,0,0,0,0,0,0,1724691600,"2025-03-03 21:45:31","2025-03-03 21:45:31",,
"AMK Kemeja Batik Pria Lengan Panjang SHB Kawa L/S Brown [2]",0,0,0,0,0,0,0,0,0,0,0,1724691600,"2025-03-03 21:45:31","2025-03-03 21:45:31",,
"AMK Kemeja Pria Lengan Pendek SH Lesmana - navy [5]",0,0,0,0,0,0,0,0,0,0,0,1724691600,"2025-03-03 21:45:31","2025-03-03 21:45:31",,
"AMK Kemeja Pria Flannel Lengan Panjang Sh Anthony L/s - Maroon [5]",0,0,0,0,0,0,0,0,0,0,0,1724605200,"2025-03-03 21:45:31","2025-03-03 21:45:31",,
"AMK Kemeja Pria Lengan Pendek SH Blomst S/S Maroon [5]",0,0,0,0,0,0,0,0,0,0,0,1724605200,"2025-03-03 21:45:31","2025-03-03 21:45:31",,
"AMK Kemeja Polo Pria Lengan Pendek Cotton Pique S/S SH Wolf Putih [5]",0,0,0,0,0,0,0,0,0,0,0,1724605200,"2025-03-03 21:45:31","2025-03-03 21:45:31",,
"AMK Kemeja Batik Pria Lengan Panjang SHB Kawa L/S Olive [2]",0,0,0,0,0,0,0,0,0,0,0,1724605200,"2025-03-03 21:45:31","2025-03-03 21:45:31",,
"AMK Kemeja Pria Lengan Pendek SHP Alabama S/S Navy Blue [2]",0,0,0,0,0,0,0,0,0,0,0,1724605200,"2025-03-03 21:45:31","2025-03-03 21:45:31",,
"AMK Kemeja Pria Batik Lengan Panjang SH Laksana L/s - Navy [7]",0,0,0,0,0,0,0,0,0,0,0,1724432400,"2025-03-03 21:45:31","2025-03-03 21:45:31",,
"AMK Kemeja Pria Batik Lengan Pendek SHB Pranaja Maroon [6]",0,0,0,0,0,0,0,0,0,0,0,1724432400,"2025-03-03 21:45:31","2025-03-03 21:45:31",,
"AMK Kemeja Pria Lengan Pendek SH Suyukcha S/s White [4]",0,0,0,0,0,0,0,0,0,0,0,1724432400,"2025-03-03 21:45:31","2025-03-03 21:45:31",,
"AMK Kemeja Pria Lengan Panjang SH T Solid L/s Hitam [6]",0,0,0,0,0,0,0,0,0,0,0,1724346000,"2025-03-03 21:45:31","2025-03-03 21:45:31",,
"AMK Kemeja Pria Lengan Pendek SH Hyuga S/s Merah [5]",0,0,0,0,0,0,0,0,0,0,0,1724346000,"2025-03-03 21:45:31","2025-03-03 21:45:31",,
"AMK Kemeja Pria Flannel Lengan Panjang SHF Alejandro L/s Maroon [4]",0,0,0,0,0,0,0,0,0,0,0,1724346000,"2025-03-03 21:45:31","2025-03-03 21:45:31",,
"AMK Kemeja Pria Lengan Panjang SH T Solid L/s Hitam [7]",0,0,0,0,0,0,0,0,0,0,0,1724346000,"2025-03-03 21:45:31","2025-03-03 21:45:31",,
"AMK Kemeja Flannel Lengan Panjang SHF Gabriel L/s Hitam [4]",0,0,0,0,0,0,0,0,0,0,0,1724346000,"2025-03-03 21:45:31","2025-03-03 21:45:31",,
"AMK Kemeja Pria Lengan Pendek SHP Diego S/S Navy Blue [2]",0,0,0,0,0,0,0,0,0,0,0,1724346000,"2025-03-03 21:45:31","2025-03-03 21:45:31",,
"AMK Kemeja Pria Batik Lengan Pendek SHB Sambara S/S Brown [6]",0,0,0,0,0,0,0,0,0,0,0,1724173200,"2025-03-03 21:45:31","2025-03-03 21:45:31",,
"AMK Kemeja Pria Lengan Pendek Solid Sh Poplin S/S Maroon [2]",0,0,0,0,0,0,0,0,0,0,0,1723568400,"2025-03-03 21:45:31","2025-03-03 21:45:31",,
"AMK Kemeja Pria Lengan Pendek SH Poplin S/s Broken White [4]",0,0,0,0,0,0,0,0,0,0,0,1723568400,"2025-03-03 21:45:31","2025-03-03 21:45:31",,
"AMK Kemeja Pria Batik Lengan Panjang SH Laksana L/s - Navy [6]",0,0,0,0,0,0,0,0,0,0,0,1723136400,"2025-03-03 21:45:31","2025-03-03 21:45:31",,
"AMK Kemeja Pria Lengan Pendek SHS KAZUKI S/S Blue [6]",0,0,0,0,0,0,0,0,0,0,0,1723136400,"2025-03-03 21:45:31","2025-03-03 21:45:31",,
"AMK Kemeja Pria Batik Lengan Pendek SHB Sambara S/S Brown [5]",0,0,0,0,0,0,0,0,0,0,0,1723136400,"2025-03-03 21:45:31","2025-03-03 21:45:31",,
"AMK Kemeja Pria Batik Lengan Pendek SHB Pranaja Maroon [5]",0,0,0,0,0,0,0,0,0,0,0,1723136400,"2025-03-03 21:45:31","2025-03-03 21:45:31",,
"Iklan Toko Manual 20240806",0,0,0,0,0,0,0,0,0,0,0,1722877200,"2025-03-03 21:45:31","2025-03-03 21:45:31",,
"AMK Kemeja Pria Batik Katun Lengan Pendek SHB Pranaja Biru [4]",0,0,0,0,0,0,0,0,0,0,0,1722790800,"2025-03-03 21:45:31","2025-03-03 21:45:31",,
"AMK Kemeja Pria Lengan Pendek SHS AIDEN S/S Black [6]",0,0,0,0,0,0,0,0,0,0,0,1722531600,"2025-03-03 21:45:31","2025-03-03 21:45:31",,
"AMK Kemeja Pria Lengan Panjang SHS Mateo L/s White [5]",0,0,0,0,0,0,0,0,0,0,0,1722358800,"2025-03-03 21:45:31","2025-03-03 21:45:31",,
"AMK Jaket Pria Work Lengan Panjang JC Felix - Navy Blue [5]",0,0,0,0,0,0,0,0,0,0,0,1722186000,"2025-03-03 21:45:31","2025-03-03 21:45:31",,
"AMK Kemeja Pria Flannel Lengan Panjang SHF FUMIRO L/S Maroon [2]",0,0,0,0,0,0,0,0,0,0,0,1721926800,"2025-03-03 21:45:31","2025-03-03 21:45:31",,
"AMK Kemeja Pria Lengan Pendek SHS KAZUKI S/S Blue [5]",0,0,0,0,0,0,0,0,0,0,0,1721840400,"2025-03-03 21:45:31","2025-03-03 21:45:31",,
"AMK Kemeja Pria Lengan Pendek SHP Basel S/S Black",0,0,0,0,0,0,0,0,0,0,0,1721840400,"2025-03-03 21:45:31","2025-03-03 21:45:31",,
"AMK Kemeja Pria Batik Lengan Panjang SH Laksana L/s - Navy [5]",0,0,0,0,0,0,0,0,0,0,0,1721840400,"2025-03-03 21:45:31","2025-03-03 21:45:31",,
"AMK Kemeja Pria Lengan Pendek SHS YIRUMA S/S Premiere Solid Camel",0,0,0,0,0,0,0,0,0,0,0,1721840400,"2025-03-03 21:45:31","2025-03-03 21:45:31",,
"AMK Kemeja Pria Batik Lengan Pendek SHB Sambara S/S Brown [4]",0,0,0,0,0,0,0,0,0,0,0,1721840400,"2025-03-03 21:45:31","2025-03-03 21:45:31",,
"AMK Kemeja Batik Pria Lengan Pendek SHB Sahala S/S Blue",0,0,0,0,0,0,0,0,0,0,0,1721840400,"2025-03-03 21:45:31","2025-03-03 21:45:31",,
"AMK Kemeja Pria Lengan Pendek SHP Jenewa S/S Olive",0,0,0,0,0,0,0,0,0,0,0,1721840400,"2025-03-03 21:45:31","2025-03-03 21:45:31",,
"AMK Kemeja Batik Pria Lengan Pendek SHB Sahala S/S Black",0,0,0,0,0,0,0,0,0,0,0,1721840400,"2025-03-03 21:45:31","2025-03-03 21:45:31",,
"AMK Kemeja Pria Batik Lengan Pendek SHB Elang S/s Abu [5]",0,0,0,0,0,0,0,0,0,0,0,1721840400,"2025-03-03 21:45:31","2025-03-03 21:45:31",,
"AMK Kemeja Pria Cotton Pique Lengan Pendek SH Wolf Hitam [4]",0,0,0,0,0,0,0,0,0,0,0,1721840400,"2025-03-03 21:45:31","2025-03-03 21:45:31",,
"AMK Kaos POLO Solid Lengan Pendek PS ASUKA S/S Black",0,0,0,0,0,0,0,0,0,0,0,1721840400,"2025-03-03 21:45:31","2025-03-03 21:45:31",,
"AMK Kemeja Pria Batik Lengan Pendek SHB Pranaja Maroon [4]",0,0,0,0,0,0,0,0,0,0,0,1721840400,"2025-03-03 21:45:31","2025-03-03 21:45:31",,
"AMK Kemeja Pria Lengan Pendek SHP Oregon S/S Green",0,0,0,0,0,0,0,0,0,0,0,1721840400,"2025-03-03 21:45:31","2025-03-03 21:45:31",,
"AMK Kemeja Pria Lengan Pendek SHP Dakota S/S Navy Blue",0,0,0,0,0,0,0,0,0,0,0,1721840400,"2025-03-03 21:45:31","2025-03-03 21:45:31",,
"AMK Baju Koko Pria Printing Lengan Pendek KK THALIB S/S Olive [7]",0,0,0,0,0,0,0,0,0,0,0,1721235600,"2025-03-03 21:45:31","2025-03-03 21:45:31",,
"AMK Baju Koko Pria Printing Lengan Pendek KK THALIB S/S Blue [7]",0,0,0,0,0,0,0,0,0,0,0,1721235600,"2025-03-03 21:45:31","2025-03-03 21:45:31",,
"AMK Kemeja Pria Batik Katun Lengan Pendek SHB Pranaja Biru [3]",0,0,0,0,0,0,0,0,0,0,0,1721235600,"2025-03-03 21:45:31","2025-03-03 21:45:31",,
"AMK Kemeja Pria Batik Lengan Pendek SHB Sambara S/S Grey [3]",0,0,0,0,0,0,0,0,0,0,0,1721149200,"2025-03-03 21:45:31","2025-03-03 21:45:31",,
"AMK Kemeja Pria Lengan Pendek SHG TATSUKI S/S Navy Blue [3]",0,0,0,0,0,0,0,0,0,0,0,1719334800,"2025-03-03 21:45:31","2025-03-03 21:45:31",,
"AMK Kemeja Pria Polos Katun SHS Orlando Kuning [6]",0,0,0,0,0,0,0,0,0,0,0,1721840400,"2025-03-03 21:45:31","2025-03-03 21:45:31",,
"AMK Jaket Pria Work Lengan Panjang JC Felix - Navy Blue [4]",0,0,0,0,0,0,0,0,0,0,0,1718298000,"2025-03-03 21:45:31","2025-03-03 21:45:31",,
"AMK Kemeja Pria Lengan Pendek SHG KEITO S/S Green [5]",0,0,0,0,0,0,0,0,0,0,0,1718298000,"2025-03-03 21:45:31","2025-03-03 21:45:31",,
"AMK Kemeja Pria Flannel lengan Panjang SHF alejandro Navy [4]",0,0,0,0,0,0,0,0,0,0,0,1718298000,"2025-03-03 21:45:31","2025-03-03 21:45:31",,
"AMK Kemeja Flannel Lengan Panjang SHF Alejandro L/s Green [4]",0,0,0,0,0,0,0,0,0,0,0,1718298000,"2025-03-03 21:45:31","2025-03-03 21:45:31",,
"AMK Kemeja Pria Batik Lengan Pendek SHB Sambara S/S Grey [2]",0,0,0,0,0,0,0,0,0,0,0,1718298000,"2025-03-03 21:45:31","2025-03-03 21:45:31",,
"AMK Kemeja Pria Batik Lengan Pendek SH Abimanyu Coklat [4]",0,0,0,0,0,0,0,0,0,0,0,1718298000,"2025-03-03 21:45:32","2025-03-03 21:45:32",,
"AMK Kemeja Pria Lengan Pendek SHS Vinchent S/s Terracota [3]",0,0,0,0,0,0,0,0,0,0,0,1718298000,"2025-03-03 21:45:32","2025-03-03 21:45:32",,
"AMK Kemeja Koko Pria Kurta 3/4 KK KEMAL 3/4 White [5]",0,0,0,0,0,0,0,0,0,0,0,1718298000,"2025-03-03 21:45:32","2025-03-03 21:45:32",,
"AMK Kemeja Batik Pria Lengan Pendek SHB Cipta S/s Navy [5]",0,0,0,0,0,0,0,0,0,0,0,1718211600,"2025-03-03 21:45:32","2025-03-03 21:45:32",,
"AMK Kemeja Pria Lengan Pendek SHG TATSUKI S/S Navy Blue [2]",0,0,0,0,0,0,0,0,0,0,0,1718125200,"2025-03-03 21:45:32","2025-03-03 21:45:32",,
"AMK Kemeja Pria Flannel Lengan Panjang SHF FUMIRO L/S Maroon",0,0,0,0,0,0,0,0,0,0,0,1717693200,"2025-03-03 21:45:32","2025-03-03 21:45:32",,
"AMK Kemeja Pria Lengan Pendek SHS AIDEN S/S Black [5]",0,0,0,0,0,0,0,0,0,0,0,1717693200,"2025-03-03 21:45:32","2025-03-03 21:45:32",,
"AMK Kemeja Pria Polos Katun SHS ITO S/S Terracota [2]",0,0,0,0,0,0,0,0,0,0,0,1717606800,"2025-03-03 21:45:32","2025-03-03 21:45:32",,
"AMK Kemeja Pria Shanghai Polos Katun SHG KEITO S/S Maroon [4]",0,0,0,0,0,0,0,0,0,0,0,1717606800,"2025-03-03 21:45:32","2025-03-03 21:45:32",,
"AMK Kemeja Pria Flannel Lengan Panjang SHF KENZO L/S Blue [4]",0,0,0,0,0,0,0,0,0,0,0,1713459600,"2025-03-03 21:45:32","2025-03-03 21:45:32",,
"AMK Kemeja Pria Flannel Lengan Panjang SHF KENZO L/S Maroon [4]",0,0,0,0,0,0,0,0,0,0,0,1713373200,"2025-03-03 21:45:32","2025-03-03 21:45:32",,
"AMK Kemeja Pria Flannel Lengan Panjang SHF KENZO L/S CAMEL [4]",0,0,0,0,0,0,0,0,0,0,0,1713459600,"2025-03-03 21:45:32","2025-03-03 21:45:32",,
"AMK Kemeja Pria Shanghai Polos SHG NOBI Premiere Solid Khaki [4]",0,0,0,0,0,0,0,0,0,0,0,1712163600,"2025-03-03 21:45:32","2025-03-03 21:45:32",,
"AMK Baju Koko Pria Lengan Pendek Bordir KK RAYYANKA S/S Terracota [4]",0,0,0,0,0,0,0,0,0,0,0,1712163600,"2025-03-03 21:45:32","2025-03-03 21:45:32",,
"AMK Baju Koko Pria Lengan Pendek Bordir KK RAYYANKA S/S Terracota [2]",0,0,0,0,0,0,0,0,0,0,0,1712163600,"2025-03-03 21:45:32","2025-03-03 21:45:32",,
"AMK Kemeja Pria Flannel Lengan Panjang SHF KENZO L/S GREEN [4]",0,0,0,0,0,0,0,0,0,0,0,1713459600,"2025-03-03 21:45:32","2025-03-03 21:45:32",,
"AMK Baju Koko Lengan Panjang Bordir KK DAUD L/S Navy [4]",0,0,0,0,0,0,0,0,0,0,0,1712163600,"2025-03-03 21:45:32","2025-03-03 21:45:32",,
"AMK Kemeja Pria Flannel Lengan Panjang SHF KENZO L/S Blue [2]",0,0,0,0,0,0,0,0,0,0,0,1713459600,"2025-03-03 21:45:32","2025-03-03 21:45:32",,
"AMK Kemeja Koko Pria Lengan pendek KK ATTA S/S Khaki [2]",0,0,0,0,0,0,0,0,0,0,0,1712163600,"2025-03-03 21:45:32","2025-03-03 21:45:32",,
"AMK Kemeja Pria Shanghai Polos SHG NOBI Premiere Solid Khaki [2]",0,0,0,0,0,0,0,0,0,0,0,1712163600,"2025-03-03 21:45:32","2025-03-03 21:45:32",,
"AMK Kemeja Pria Flannel Lengan Panjang SHF KENZO L/S Maroon [2]",0,0,0,0,0,0,0,0,0,0,0,1713373200,"2025-03-03 21:45:32","2025-03-03 21:45:32",,
"AMK Kemeja Pria Flannel Lengan Panjang SHF KENZO L/S CAMEL [2]",0,0,0,0,0,0,0,0,0,0,0,1713459600,"2025-03-03 21:45:32","2025-03-03 21:45:32",,
"AMK Kemeja Koko Pria Lengan pendek KK ATTA S/S Medium Blue [2]",0,0,0,0,0,0,0,0,0,0,0,1712163600,"2025-03-03 21:45:32","2025-03-03 21:45:32",,
"AMK Kemeja Pria Flannel Lengan Panjang SHF KENZO L/S GREEN [2]",0,0,0,0,0,0,0,0,0,0,0,1713459600,"2025-03-03 21:45:32","2025-03-03 21:45:32",,
"AMK Baju Koko Lengan Panjang Bordir KK DAUD L/S Navy [2]",0,0,0,0,0,0,0,0,0,0,0,1712163600,"2025-03-03 21:45:32","2025-03-03 21:45:32",,
"AMK Baju Koko Lengan Panjang KK Albani L/s Hitam [5]",0,0,0,0,0,0,0,0,0,0,0,1713891600,"2025-03-03 21:45:32","2025-03-03 21:45:32",,
"AMK Kemeja Pria Lengan Pendek SHS Vinchent S/s Black [4]",0,0,0,0,0,0,0,0,0,0,0,1713373200,"2025-03-03 21:45:32","2025-03-03 21:45:32",,
"AMK Kemeja Pria Lengan Pendek SHS Vinchent S/s Black [2]",0,0,0,0,0,0,0,0,0,0,0,1713373200,"2025-03-03 21:45:32","2025-03-03 21:45:32",,
"AMK Kemeja Pria Flannel Lengan Panjang SHF MASARU L/S Tosca [4]",0,0,0,0,0,0,0,0,0,0,0,1713459600,"2025-03-03 21:45:32","2025-03-03 21:45:32",,
"AMK Kemeja Pria Flannel Lengan Panjang SHF MASARU L/S  Navy Blue [4]",0,0,0,0,0,0,0,0,0,0,0,1713459600,"2025-03-03 21:45:32","2025-03-03 21:45:32",,
"AMK Kemeja Pria Flannel Lengan Panjang SHF MASARU  L/S Red [4]",0,0,0,0,0,0,0,0,0,0,0,1713459600,"2025-03-03 21:45:32","2025-03-03 21:45:32",,
"AMK Kemeja Pria Flannel Lengan Panjang SHF MASARU L/S Camel [4]",0,0,0,0,0,0,0,0,0,0,0,1713459600,"2025-03-03 21:45:32","2025-03-03 21:45:32",,
"AMK Kemeja Pria Flannel Lengan Panjang SHF MASARU L/S Tosca [2]",0,0,0,0,0,0,0,0,0,0,0,1713459600,"2025-03-03 21:45:32","2025-03-03 21:45:32",,
"AMK Kemeja Pria Flannel Lengan Panjang SHF MASARU L/S Camel [2]",0,0,0,0,0,0,0,0,0,0,0,1713459600,"2025-03-03 21:45:32","2025-03-03 21:45:32",,
"AMK Kemeja Pria Flannel Lengan Panjang SHF MASARU L/S  Navy Blue [2]",0,0,0,0,0,0,0,0,0,0,0,1713459600,"2025-03-03 21:45:32","2025-03-03 21:45:32",,
"AMK Kemeja Pria Flannel Lengan Panjang SHF MASARU  L/S Red [2]",0,0,0,0,0,0,0,0,0,0,0,1713459600,"2025-03-03 21:45:32","2025-03-03 21:45:32",,
"AMK Kemeja Koko Pria Kurta Lengan Pendek KK JAIMAL S/S Brown [4]",0,0,0,0,0,0,0,0,0,0,0,1712163600,"2025-03-03 21:45:32","2025-03-03 21:45:32",,
"AMK Baju Koko Pria Printing Lengan Pendek KK THALIB S/S Olive [4]",0,0,0,0,0,0,0,0,0,0,0,1713891600,"2025-03-03 21:45:32","2025-03-03 21:45:32",,
"AMK Kemeja Koko Pria Kurta Lengan Pendek KK JAIMAL S/S Olive [4]",0,0,0,0,0,0,0,0,0,0,0,1712163600,"2025-03-03 21:45:32","2025-03-03 21:45:32",,
"AMK Kemeja Koko Pria Kurta 3/4 KK KEMAL 3/4 BLACK [4]",0,0,0,0,0,0,0,0,0,0,0,1712163600,"2025-03-03 21:45:32","2025-03-03 21:45:32",,
"AMK Baju Koko Lengan Panjang Bordir KK ZAKI L/S NAVY [4]",0,0,0,0,0,0,0,0,0,0,0,1712163600,"2025-03-03 21:45:32","2025-03-03 21:45:32",,
"AMK Baju Koko Pria Lengan Pendek Bordir KK RAYYANKA S/S Dark Olive [4]",0,0,0,0,0,0,0,0,0,0,0,1712163600,"2025-03-03 21:45:32","2025-03-03 21:45:32",,
"AMK Kemeja Koko Pria Kurta 3/4 KK KEMAL 3/4 BLACK [2]",0,0,0,0,0,0,0,0,0,0,0,1712163600,"2025-03-03 21:45:32","2025-03-03 21:45:32",,
"AMK Baju Koko Lengan Panjang Bordir KK ZAKI L/S NAVY [2]",0,0,0,0,0,0,0,0,0,0,0,1712163600,"2025-03-03 21:45:32","2025-03-03 21:45:32",,
"AMK Kemeja Koko Pria Kurta Lengan Pendek KK JAIMAL S/S Olive [2]",0,0,0,0,0,0,0,0,0,0,0,1712163600,"2025-03-03 21:45:32","2025-03-03 21:45:32",,
"AMK Baju Koko Pria Printing Lengan Pendek KK THALIB S/S Olive [2]",0,0,0,0,0,0,0,0,0,0,0,1713891600,"2025-03-03 21:45:32","2025-03-03 21:45:32",,
"AMK Baju Koko Pria Lengan Pendek Bordir KK RAYYANKA S/S Dark Olive [2]",0,0,0,0,0,0,0,0,0,0,0,1712163600,"2025-03-03 21:45:32","2025-03-03 21:45:32",,
"AMK Baju Koko Pria Printing Lengan Pendek KK THALIB S/S Blue [2]",0,0,0,0,0,0,0,0,0,0,0,1713891600,"2025-03-03 21:45:32","2025-03-03 21:45:32",,
"AMK Kemeja Koko Pria Kurta Lengan Pendek KK JAIMAL S/S Brown [2]",0,0,0,0,0,0,0,0,0,0,0,1712163600,"2025-03-03 21:45:32","2025-03-03 21:45:32",,
"AMK Kemeja Pria Flannel Lengan Panjang SHF RYUU L/S Camel [4]",0,0,0,0,0,0,0,0,0,0,0,1713459600,"2025-03-03 21:45:32","2025-03-03 21:45:32",,
"AMK Kemeja Pria Flannel Lengan Panjang SHF RYUU L/S Brown [4]",0,0,0,0,0,0,0,0,0,0,0,1713459600,"2025-03-03 21:45:32","2025-03-03 21:45:32",,
